COUNTRY,CNT,EU,LEVEL,EXPLICIT,SCHOOLID,CLASSID,TEID,FSTWT,N_Teachers_Part,N_Students_Part,TE01Q01,TE01Q02,TE02Q01,TE03Q01,TE04Q01,TE04Q02,TE04Q03,TE05Q01,TE05Q02,TE06Q01,TE07Q01,TE08Q01,TE08Q02,TE08Q03,TE09Q01,TE09Q02,TE09Q03,TE09Q04,TE09Q05,TE09Q06,TE09Q07,TE09Q08,TE09Q09,TE10Q01,TE11Q01,TE12Q01,TE12Q02,TE13Q01,TE14Q01,TE14Q02,TE14Q03,TE14Q04,TE14Q05,TE14Q06,TE14Q07,TE14Q08,TE14Q09,TE14Q10,TE14Q11,TE15Q01,TE16Q01,TE16Q02,TE16Q03,TE16Q04,TE16Q05,TE17Q01,TE18Q01,TE18Q02,TE18Q03,TE18Q04,TE18Q05,TE18Q06,TE18Q07,TE18Q08,TE18Q09,TE18Q10,TE18Q11,TE19Q01,TE19Q02,TE19Q03,TE19Q04,TE20Q01,TE20Q02,TE20Q03,TE20Q04,TE20Q05,TE20Q06,TE20Q07,TE20Q08,TE20Q09,TE20Q10,TE20Q11,TE20Q12,TE20Q13,TE20Q14,TE20Q15,TE20Q16,TE20Q17,TE20Q18,TE20Q19,TE20Q20,TE20Q21,TE21Q01,TE21Q02,TE21Q03,TE21Q04,TE21Q05,TE21Q06,TE21Q07,TE21Q08,TE21Q09,TE21Q10,TE21Q11,TE22Q01,TE22Q02,TE22Q03,TE22Q04,TE22Q05,TE22Q06,TE22Q07,TE22Q08,TE22Q09,TE22Q10,TE22Q11,TE22Q12,TE22Q13,TE22Q14,TE22Q15,TE22Q16,TE22Q17,TE22Q18,TE22Q19,TE22Q20,TE23Q01,TE23Q02,TE23Q03,TE23Q04,TE23Q05,TE23Q06,TE23Q07,TE24Q01,TE24Q02,TE24Q03,TE24Q04,TE24Q05,TE24Q06,TE24Q07,TE24Q08,TE24Q09,TE24Q10,TE25Q01,TE26Q01,TE27Q01,TE28Q01,TE29Q01,TE14_ProfDev,TE18_TeachAct,TE20_Equip,TE20_Ped,TE20_Goal,TE21_StudCentered,TE21_TeachCentered,TE22_skills,TE22_Commun,TE24_Attitude,TE23_Opinion,DIGSUPTE_Cluster
Czech_Rep,18,1,ISCED3B,1,18401011,184010111,184010111103,141.1168,3,16,14,4,2,2,1,1,2,1,1,4,5,2,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,4,2,2,1,1,2,1,1,1,1,2,3,1,4,2,1,1,2,1,2,2,1,3,3,2,3,3,4,2,3,2,2,2,2,2,2,3,2,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,3,3,2,4,1,1,3,4,4,4,4,4,2,4,4,4,3,3,2,2,3,2,2,3,2,2,2,3,2,3,2,3,2,2,2,X,5,4,3,1,0.18,1.73,2.00,2.86,1.00,3.17,3.00,2.08,1.67,2.63,2.71,2
Czech_Rep,18,1,ISCED3B,1,18401016,184010161,184010161101,138.6416,3,25,28,1,2,2,1,M,M,1,1,1,6,2,1,2,1,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,3,4,2,1,1,1,1,3,3,2,2,2,1,4,1,2,2,1,1,2,2,1,4,4,3,4,4,3,3,4,4,3,3,4,3,3,3,M,4,4,4,4,4,1,2,2,2,2,3,2,3,1,2,2,1,1,2,2,4,4,1,1,2,3,4,3,3,4,4,3,2,3,2,4,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,1,3,X,1,3,4,1,0.18,2.09,1.33,1.57,1.00,2.83,3.20,2.50,1.33,2.88,2.71,2
Czech_Rep,18,1,ISCED3B,1,18401016,184010161,184010161102,138.6416,3,25,24,0,5,2,2,1,2,1,2,4,8,2,1,2,4,3,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2,3,2,2,1,1,1,1,2,1,M,M,1,1,1,1,2,1,1,1,1,2,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,2,1,3,4,2,4,4,1,1,1,1,1,4,3,4,2,1,1,3,4,3,4,4,4,4,4,2,3,3,4,2,2,M,3,2,3,1,2,2,2,2,M,2,2,3,1,3,X,6,5,3,1,0.36,1.44,1.33,1.00,1.25,3.00,2.60,2.17,1.00,2.91,2.89,2
Czech_Rep,18,1,ISCED3B,1,18401016,184010161,184010161103,138.6416,3,25,23,2,3,2,1,1,2,1,M,4,2,2,1,1,3,3,2,2,1,2,3,2,2,1,2,1,2,1,2,2,2,1,1,1,2,2,1,1,1,5,4,2,3,1,4,1,2,2,3,4,4,4,2,2,4,4,4,1,1,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,1,2,2,4,3,3,4,4,1,2,2,2,2,3,2,3,2,3,3,1,1,2,1,2,3,1,1,1,1,1,1,3,3,3,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,X,3,2,4,1,0.55,3.18,2.33,2.00,1.25,2.33,3.20,3.58,2.00,3.50,3.29,4
Czech_Rep,18,1,ISCED3B,1,18401020,184010201,184010201101,193.1076,3,16,3,14,5,3,1,2,2,1,1,4,2,1,2,1,1,3,1,3,1,1,3,2,3,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,4,2,1,1,4,1,3,1,4,4,3,3,4,4,4,2,2,1,2,1,2,4,4,3,4,3,3,3,3,3,2,4,3,3,2,3,2,4,4,4,4,4,1,1,2,3,1,3,2,3,1,3,2,1,1,3,2,3,4,1,1,2,3,1,4,3,4,3,2,3,3,4,2,3,3,3,2,3,3,3,1,1,2,1,2,2,3,2,1,2,X,3,2,4,1,0.18,3.09,1.50,2.00,1.00,2.50,3.60,2.75,1.67,3.25,2.14,2
Czech_Rep,18,1,ISCED3B,1,18401020,184010201,184010201102,193.1076,3,16,3,16,4,2,1,1,2,1,1,4,3,1,2,1,4,3,4,3,1,1,3,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,4,4,1,4,4,3,3,3,3,1,1,2,2,2,1,1,1,1,3,4,2,4,4,M,2,2,2,2,2,3,M,3,3,3,3,2,M,2,4,1,2,2,2,2,2,2,3,3,2,3,1,1,2,1,1,3,1,1,1,1,1,2,2,2,4,1,1,1,1,2,2,2,2,3,3,2,2,1,1,1,1,1,3,3,2,2,2,X,4,3,4,1,0.82,2.55,1.75,2.76,2.25,2.50,3.20,3.67,2.33,3.38,2.71,4
Czech_Rep,18,1,ISCED3B,1,18401020,184010201,184010201103,193.1076,3,16,3,17,6,2,1,M,M,1,1,4,1,1,M,1,M,3,M,3,M,2,3,2,3,1,1,1,2,1,1,1,M,1,M,1,1,1,M,1,1,5,M,2,M,2,2,1,3,M,3,3,3,3,4,4,4,4,4,1,1,1,1,4,4,3,4,4,3,4,4,4,4,4,4,4,4,2,4,4,M,4,4,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,X,5,4,4,1,0.83,3.40,1.33,1.00,1.93,3.50,3.60,4.00,4.00,3.88,3.86,4
Czech_Rep,18,1,ISCED3B,1,18401024,184010241,184010241102,538.4719,2,26,23,10,6,2,1,2,2,1,1,4,6,2,1,2,1,3,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,4,2,3,1,3,1,1,4,4,2,3,3,1,1,1,4,4,3,1,1,1,1,1,1,2,1,1,2,2,2,3,2,2,2,2,3,3,2,4,3,4,4,4,2,2,1,1,3,2,2,4,1,2,3,1,1,3,3,4,4,1,2,4,4,3,4,3,4,3,3,1,3,3,2,3,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,X,5,4,4,1,0.09,2.73,3.67,2.86,1.25,2.83,3.00,2.00,1.67,3.25,3.29,1
Czech_Rep,18,1,ISCED3B,1,18401024,184010241,184010241103,538.4719,2,26,23,10,5,2,1,2,2,1,1,4,5,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,5,2,3,1,2,4,2,2,2,2,3,2,1,1,1,2,1,2,2,2,1,1,1,1,2,4,4,2,2,2,2,1,1,1,1,2,1,4,4,4,2,2,2,2,3,2,4,2,3,1,4,2,2,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,3,3,4,4,2,2,2,2,3,3,4,4,2,1,X,4,3,4,1,0.36,1.73,2.67,3.57,2.00,2.00,3.00,3.83,4.00,2.25,1.86,1
Czech_Rep,18,1,ISCED3B,1,18401034,184010341,184010341101,168.3502,3,17,0,20,6,2,1,M,M,1,1,3,6,2,1,M,M,3,M,M,M,M,3,M,2,1,2,1,M,2,2,2,2,1,2,2,2,2,1,1,1,5,1,2,2,1,1,1,4,4,1,4,2,1,1,1,2,4,4,1,1,M,1,4,4,4,1,4,4,4,4,4,1,1,4,1,4,4,4,4,4,4,4,4,1,3,3,2,1,3,1,4,1,3,3,1,1,2,1,3,4,1,1,2,2,1,2,3,4,3,1,1,1,1,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,X,3,M,4,1,0.36,2.55,1.50,2.29,1.00,2.33,3.20,3.25,1.67,4.00,3.43,2
Czech_Rep,18,1,ISCED3B,1,18401034,184010341,184010341102,168.3502,3,17,0,18,4,2,2,2,1,1,1,4,4,M,1,M,M,3,M,M,M,M,3,M,3,2,2,1,2,2,M,M,M,M,M,M,M,1,M,1,1,3,M,M,M,4,4,1,2,2,2,3,3,1,2,2,4,3,2,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,3,5,4,1,C,2.36,2.00,1.00,1.25,3.50,3.60,3.67,3.33,4.00,4.00,4
Czech_Rep,18,1,ISCED3B,1,18401034,184010341,184010341103,168.3502,3,17,0,31,5,2,1,2,2,1,1,2,2,2,1,2,1,3,1,3,2,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,5,4,2,1,3,1,1,2,2,3,2,2,1,4,2,3,2,2,1,1,1,1,4,4,4,4,4,3,3,4,4,3,3,4,2,4,4,4,4,4,4,4,4,1,2,3,1,2,2,2,1,1,3,2,1,1,1,1,1,2,1,1,2,2,2,2,4,4,4,1,1,3,3,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,X,2,4,4,1,0.36,2.27,1.17,1.71,1.00,3.33,3.00,3.58,1.00,3.63,3.43,4
Czech_Rep,18,1,ISCED3B,1,18401037,184010371,184010371101,382.5008,2,12,0,20,3,3,1,M,M,1,1,4,4,2,1,2,1,2,3,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,5,4,1,2,4,2,1,4,4,4,4,4,3,4,4,4,2,4,1,1,1,1,1,1,4,1,1,3,3,3,3,3,4,4,M,1,2,4,4,2,2,4,4,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,X,5,3,4,1,0.91,3.73,3.17,1.76,1.50,3.50,3.60,4.00,4.00,3.88,3.86,3
Czech_Rep,18,1,ISCED3B,1,18401037,184010371,184010371103,382.5008,2,12,0,20,6,2,1,M,M,1,1,4,1,1,M,1,3,3,3,3,1,2,2,2,3,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,5,4,2,1,4,4,1,2,3,4,2,3,M,3,2,2,4,4,1,1,1,M,2,2,3,3,4,2,1,2,2,2,3,4,3,3,3,3,4,3,2,3,4,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,2,3,1,1,1,1,2,2,2,2,1,2,X,2,1,4,1,0.64,2.77,2.33,2.57,1.50,2.83,3.00,3.92,4.00,3.50,2.86,4
Czech_Rep,18,1,ISCED3B,1,18401302,184013021,184013021103,772.4289,1,15,0,20,4,3,1,2,2,1,1,4,4,1,2,1,3,3,1,1,1,1,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,4,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,3,1,1,1,2,1,1,2,2,2,1,1,2,4,4,3,1,2,2,1,2,1,3,2,2,1,1,2,2,2,1,1,2,1,2,4,1,1,1,1,1,1,3,3,4,1,1,2,2,4,2,2,1,1,1,1,1,2,1,1,1,1,2,3,2,2,1,X,4,4,4,1,0.18,1.55,3.33,3.43,2.25,3.00,3.60,3.58,1.67,3.38,3.71,1
Czech_Rep,18,1,ISCED3B,1,18401307,184013071,184013071101,222.8157,1,25,0,29,4,2,1,M,M,1,1,4,1,1,M,M,1,3,1,1,1,1,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,5,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,X,M,M,M,M,0.09,1.00,C,C,C,C,C,C,C,C,C,C
Czech_Rep,18,1,ISCED3B,1,18401315,184013151,184013151101,143.5925,3,20,0,20,5,3,1,2,1,1,1,4,5,2,2,1,3,3,3,3,1,1,1,3,3,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,5,1,2,1,2,2,1,4,2,2,3,3,3,4,2,2,2,2,1,1,1,1,2,2,3,1,4,3,2,2,3,3,3,3,3,2,3,3,4,3,3,4,4,1,1,2,2,1,2,2,2,2,2,3,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,4,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,3,X,5,5,4,1,0.82,2.64,2.50,2.29,1.25,2.83,3.60,3.75,3.67,3.63,3.43,3
Czech_Rep,18,1,ISCED3B,1,18401315,184013151,184013151102,143.5925,3,20,0,999,5,3,1,2,2,1,1,3,4,2,1,1,3,3,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,4,2,2,2,1,1,1,3,3,3,2,3,1,2,1,2,1,1,1,2,2,1,2,2,3,1,1,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,1,2,2,2,3,1,3,3,3,2,3,2,3,3,2,3,3,3,3,4,4,4,4,4,3,4,2,3,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,X,4,5,4,1,0.36,2.00,3.00,2.14,2.00,2.33,3.40,1.75,1.33,3.50,4.00,1
Czech_Rep,18,1,ISCED3B,1,18401315,184013151,184013151103,143.5925,3,20,0,20,6,2,1,2,2,1,1,4,1,1,2,1,3,3,1,3,3,1,1,1,3,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,5,4,1,1,2,1,1,2,2,3,2,2,2,4,2,1,3,3,1,1,1,1,2,2,3,1,1,2,1,1,1,2,3,2,1,1,1,2,3,1,1,2,3,2,1,1,2,1,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,4,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,X,M,5,4,1,0.64,2.36,3.17,3.43,2.75,3.17,3.40,4.00,2.33,3.50,3.71,3
Czech_Rep,18,1,ISCED3B,1,18401325,184013251,184013251101,267.3792,3,22,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,4,4,4,1,1,2,1,2,1,3,4,2,2,2,4,3,4,3,1,3,2,1,3,4,2,3,3,1,4,3,3,3,1,1,3,3,3,4,1,1,1,1,3,4,2,2,1,1,2,1,1,4,2,3,1,4,3,2,2,2,1,1,1,2,3,3,3,1,2,X,3,2,4,1,C,1.36,2.33,2.86,2.00,2.00,2.60,2.83,3.33,3.00,2.57,1
Czech_Rep,18,1,ISCED3B,1,18401325,184013251,184013251102,267.3792,3,22,25,4,6,2,1,1,1,1,1,3,1,1,2,1,1,3,1,1,1,1,1,1,3,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,5,4,4,1,2,2,1,3,4,4,3,4,1,3,3,2,2,2,1,1,2,1,1,1,2,1,1,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,X,3,4,4,1,0.64,2.82,3.67,2.71,2.00,4.00,3.80,3.83,3.33,3.63,3.57,3
Czech_Rep,18,1,ISCED3B,1,18401325,184013251,184013251103,267.3792,3,22,25,4,2,4,1,2,2,1,1,4,6,1,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,1,1,1,1,3,3,3,1,3,1,1,1,2,3,2,1,1,1,2,1,1,1,1,1,1,2,2,3,3,3,3,3,1,1,2,3,2,2,4,1,1,1,2,2,1,3,1,3,1,1,2,2,1,3,2,4,4,1,2,3,3,2,3,3,4,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,M,1,1,1,X,5,4,4,1,0.00,2.09,4.00,2.29,2.50,3.00,3.80,2.42,2.00,3.61,4.00,1
Czech_Rep,18,1,ISCED3B,1,18401335,184013351,184013351101,475.3414,2,23,1,22,3,2,1,2,2,1,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,1,2,3,1,2,1,2,2,2,2,1,1,3,2,3,3,1,2,3,4,3,4,3,4,4,4,2,4,4,4,3,2,2,2,2,1,1,2,1,1,2,M,2,2,2,1,1,X,4,4,4,1,C,C,C,C,C,2.83,3.80,2.25,1.33,3.28,3.14,C
Czech_Rep,18,1,ISCED3B,1,18401335,184013351,184013351102,475.3414,2,23,1,20,6,2,2,2,1,1,1,4,1,2,2,1,1,3,1,3,1,1,1,2,3,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,5,4,2,3,2,2,1,3,4,4,3,3,2,2,1,1,3,3,1,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,1,2,1,2,4,4,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,X,2,1,4,1,0.64,2.64,3.33,3.86,2.50,3.67,3.60,3.92,4.00,3.88,3.00,3
Czech_Rep,18,1,ISCED3B,1,18401601,184016011,184016011101,282.2337,3,22,17,8,5,2,1,M,M,1,1,4,4,1,M,M,1,3,1,3,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,5,4,1,2,1,1,1,1,3,3,1,3,1,1,1,3,2,2,1,1,1,1,2,2,2,4,4,3,2,2,4,2,3,2,3,2,4,2,4,4,4,4,4,1,1,2,2,2,2,1,4,1,2,2,1,1,2,2,4,3,1,1,3,3,3,3,3,4,4,3,3,2,2,4,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,X,5,4,4,1,0.36,1.91,2.17,2.43,1.00,2.83,3.60,2.58,1.33,3.50,3.14,2
Czech_Rep,18,1,ISCED3B,1,18401601,184016011,184016011102,282.2337,3,22,6,6,6,2,1,M,M,1,1,4,1,1,M,M,3,3,1,1,1,1,2,2,3,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,5,2,1,2,1,1,1,2,3,1,1,3,1,1,1,3,3,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,3,2,2,3,4,2,4,4,4,4,2,2,2,1,3,1,4,1,4,4,2,2,1,1,2,2,4,3,1,1,2,3,3,4,3,4,4,3,2,2,2,3,2,2,1,2,2,1,2,1,1,2,2,2,2,3,2,2,2,X,5,4,4,1,0.27,1.91,3.50,2.86,1.50,1.83,3.60,2.58,1.33,3.13,3.29,1
Czech_Rep,18,1,ISCED3B,1,18401601,184016011,184016011103,282.2337,3,22,17,10,3,2,1,M,M,1,1,4,3,M,1,1,M,3,M,M,M,M,2,M,2,2,2,1,2,1,M,M,M,1,M,M,M,M,M,M,1,5,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,M,2,1,1,M,1,2,M,2,M,2,M,M,M,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,4,4,1,4,2,2,1,1,1,2,1,2,3,1,1,1,1,1,1,2,3,4,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,2,X,5,4,4,1,C,1.81,C,1.37,1.00,2.50,3.00,3.67,2.00,3.50,4.00,4
Czech_Rep,18,1,ISCED3B,1,18401610,184016101,184016101101,193.107,3,23,17,11,5,2,1,M,M,1,1,4,1,1,2,1,1,3,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,5,1,1,1,1,1,1,3,2,1,2,3,1,1,1,1,1,M,1,1,2,2,3,3,2,1,4,3,1,2,2,3,4,4,4,3,3,3,4,4,3,4,2,1,1,1,2,1,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,2,3,1,2,2,1,1,2,2,3,3,3,1,1,X,3,1,4,1,0.27,1.63,2.33,2.14,1.50,2.50,3.60,4.00,4.00,2.88,2.86,4
Czech_Rep,18,1,ISCED3B,1,18401610,184016101,184016101102,193.107,3,23,1,7,6,2,1,M,M,1,1,4,1,M,M,1,1,3,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,4,4,1,1,1,1,1,1,1,3,3,1,3,1,1,2,2,1,2,1,1,4,4,4,4,4,3,3,3,3,3,3,4,1,4,4,4,4,4,4,4,4,1,1,1,3,1,3,2,2,2,1,1,1,1,2,2,3,3,1,1,1,1,3,3,3,3,2,2,2,3,3,4,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,X,2,5,4,1,0.18,1.73,1.17,2.14,1.00,3.00,3.80,3.08,2.33,4.00,3.43,4
Czech_Rep,18,1,ISCED3B,1,18401610,184016101,184016101103,193.107,3,23,26,4,5,2,1,1,1,1,1,4,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,5,1,2,1,2,2,2,4,4,3,3,3,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,3,1,2,2,3,3,3,3,1,2,3,2,2,3,1,1,1,2,2,1,4,3,2,1,1,1,1,1,1,1,2,2,1,1,2,3,2,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,X,5,4,4,1,0.27,2.36,4.00,2.57,2.75,3.17,3.40,3.42,3.67,3.50,4.00,3
Czech_Rep,18,1,ISCED3B,2,18402001,184020011,184020011101,16.6012,3,7,3,4,2,4,1,M,M,M,1,4,5,M,M,1,1,2,1,3,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,4,2,2,1,1,1,1,3,4,1,1,4,1,3,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,4,2,2,3,1,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,1,1,4,2,4,2,1,1,1,2,2,2,3,1,1,1,2,M,1,1,1,1,1,1,1,1,1,3,2,3,2,2,3,3,M,2,2,X,3,3,4,1,0.18,1.91,3.17,2.71,1.25,3.67,4.00,3.08,3.33,2.49,4.00,1
Czech_Rep,18,1,ISCED3B,2,18402001,184020011,184020011102,16.6012,3,7,3,4,2,4,1,M,M,1,1,4,5,M,M,1,1,2,1,3,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,4,2,2,1,1,1,1,3,3,3,3,4,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,3,2,2,3,1,3,3,3,4,4,4,1,1,1,1,1,3,1,3,1,2,2,1,1,4,4,4,1,1,1,3,4,1,3,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,3,3,3,1,1,X,6,5,4,1,0.18,2.55,4.00,2.86,1.50,3.00,4.00,2.42,1.00,2.25,4.00,1
Czech_Rep,18,1,ISCED3B,2,18402001,184020011,184020011103,16.6012,3,7,3,4,5,3,1,2,2,1,1,4,5,2,2,1,1,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,4,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,4,1,3,4,2,3,1,3,3,4,4,4,4,1,1,1,1,1,3,2,2,3,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,X,5,4,4,1,0.18,1.18,3.67,2.43,1.25,2.83,3.80,3.75,3.67,3.25,3.57,3
Czech_Rep,18,1,ISCED3B,2,18402004,184020041,184020041101,104.3504,3,15,4,2,5,3,2,1,2,1,1,4,3,1,1,1,3,3,3,3,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,5,2,2,2,1,1,1,3,3,3,2,2,1,1,1,1,1,1,1,1,2,1,4,4,2,4,4,3,3,2,4,2,4,4,2,4,4,4,4,4,3,4,4,1,1,2,2,2,2,2,4,4,4,3,1,2,4,3,4,4,2,2,2,3,1,2,4,4,4,4,4,2,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,X,4,5,3,1,0.27,1.73,1.50,2.00,1.00,1.83,3.40,2.33,1.00,3.13,3.00,2
Czech_Rep,18,1,ISCED3B,2,18402004,184020041,184020041102,104.3504,3,15,8,1,5,3,1,1,1,1,1,3,4,1,1,1,4,3,4,3,1,2,2,3,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,5,4,4,2,1,1,1,1,2,4,1,3,1,1,1,2,1,1,1,1,2,1,4,4,3,4,4,3,3,1,4,4,4,4,4,2,4,4,4,4,4,3,4,1,1,2,2,2,2,2,4,4,3,3,1,2,4,3,4,4,1,2,2,2,4,2,4,4,4,4,4,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,X,4,5,3,M,0.45,1.64,1.33,1.57,1.25,2.00,3.40,2.25,1.00,3.13,3.00,2
